task,hardware_config,model_answer,correct_answer
open the drawer to the left of the stove,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the drawer to the left of the stove,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the dryer,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the dryer,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the electric kettle,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
open the electric kettle,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the faucet of the sink,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the faucet of the sink,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the first door of the bottom kitchen cabinet on the right,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the first door of the bottom kitchen cabinet on the right,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the first drawer from the right and then put a mug from the counter in it,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
open the first drawer from the right and then put a mug from the counter in it,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the fourth drawer,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
open the fourth drawer,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the front cover of the book,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the front cover of the book,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the glass door of the shower,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
open the glass door of the shower,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the lid,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid of the black bin,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the lid of the black bin,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid of the container,The robot has 1 arm(s) with 6 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the lid of the container,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid of the flask,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the lid of the flask,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid of the kettle,The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
open the lid of the kettle,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid of the rice cooker,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the lid of the rice cooker,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid of the rubbish bin,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the lid of the rubbish bin,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid of the shape sorter,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the lid of the shape sorter,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid of the thermos cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the lid of the thermos cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid of the transparent bowl,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the lid of the transparent bowl,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid of the travel mug,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
open the lid of the travel mug,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid of the white appliance,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the lid of the white appliance,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid on the bin and take the water bottle out,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the lid on the bin and take the water bottle out,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the lid on the the clear container,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the lid on the the clear container,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the machine on the right,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the machine on the right,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the microwave door,The robot has 1 arm(s) with 6 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the microwave door,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the middle cupboard door,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the middle cupboard door,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the nozzle of the thermocup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the nozzle of the thermocup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the oven,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the oven,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the oven door and remove the yellow object,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
open the oven door and remove the yellow object,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the overhead cabinet doors,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the overhead cabinet doors,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the right cabinet door and put the purple cup on the bottom shelf,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
open the right cabinet door and put the purple cup on the bottom shelf,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the right cabinet door and then open the drawer of the air fryer,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
open the right cabinet door and then open the drawer of the air fryer,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the right door to the cupboard,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the right door to the cupboard,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the rubbish bin,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the rubbish bin,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the sandwich maker,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
open the sandwich maker,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the second drawer from the right then put the left straw in the drawer,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the second drawer from the right then put the left straw in the drawer,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the silver bin,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the silver bin,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the silver candle container,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the silver candle container,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the slider on the top of the white cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the slider on the top of the white cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the sliding lid on the top of the travel mug,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
open the sliding lid on the top of the travel mug,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
open the small door on the desk,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
